名称,法人,注册资本,注册时间,电话,souji1,邮箱,统一信用代码,企业类型,行业,注册地址,经营范围,省份,城市,区
卡库（南京）数字科技有限公司,哈久皋,5000万元人民币,2016/5/11,18915968055,18061616521；18913944766；,18061616521@163.com,91320191MA1MKLGE1E,有限责任公司(自然人投资或控股),互联网和相关服务,南京市建邺区云龙山路100号西侧B座721室,许可项目：第二类增值电信业务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；软件开发；人工智能应用软件开发；计算机软硬件及外围设备制造；信息技术咨询服务；计算机软硬件及辅助设备批发；通信设备销售；智能控制系统集成；人工智能通用应用系统；人工智能硬件销售；集成电路芯片设计及服务；集成电路芯片及产品销售；单用途商业预付卡代理销售；居民日常生活服务；大数据服务；云计算设备销售；知识产权服务；电子产品销售；家,江苏,南京市,建邺区
南京泰创机械设备有限公司,冯建,300万元人民币,2017/6/21,18114718686,18066083020；,453942513@qq.com,91320115MA1P8JJT52,有限责任公司(自然人独资),制造业,南京市江宁区湖熟街道双新社区西北村,橡塑机械、化工机械、食品设备及配件的设计、生产、销售；机电设备制造；电子产品的开发、销售、维护。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,江宁区
徐州恩隆商贸有限公司,戚梅,219万元人民币,2009/3/23,15715200079,18705211536；13952177329；,,91320300686595466F,有限责任公司(自然人独资),批发业,徐州市云龙区大同街大巷口天成国贸中心1#-1-788,电子产品、家用电器、摄影器材、计算机及配件、家具、日用品、建筑装潢材料、通讯设备（不含无线电发射设备及地面卫星接收设施）、健身器材、音响设备、医疗器材、服装、服饰、鞋帽、针纺织品、灯具、洗涤用品、化妆品、打印设备、文具用品、办公用品、工艺品、玩具、皮革制品、陶瓷制品、卫生洁具、五金交电、木制品、体育用品、花卉、保健食品、生鲜食用农产品、预包装食品兼散装食品，乳制品（含婴幼儿配方乳粉）、厨房设备、中央空调、门窗、母婴用品、珠宝销售；汽车装潢服务；汽车保洁服务。（依法须经批准的项目，经相关部门批准后方可开展经,江苏,徐州市,云龙区
海宁宏鑫家居用品有限公司,郭清,500万元人民币,2011/4/11,0573-87709099,13867363733；0573-87709199；,,913304815729193624,有限责任公司(自然人投资或控股),金属制品业 ,海宁市斜桥镇庆园路7号,家具用金属配件、家具、皮革服装、其他服装、针织品、纺织品、拖鞋、紧固件制造、加工,浙江,嘉兴市,海宁市
江苏雪鹰制冷科技有限公司,张文来,1010万元人民币,2017/3/28,15305225260,18036371618；0516-87799181；,2063138969@qq.com,91320301MA1NN02T50,有限责任公司(自然人投资或控股),科技推广和应用服务业,徐州经济技术开发区绿城花园小区东28号楼1-135,制冷设备技术研发、技术服务；制冷设备的销售、安装及维修；机电安装工程施工；五金产品、电子产品、金属材料及制品、橡胶制品、化工产品及原料的销售；自营和代理各类商品及技术的进出口业务（国家限定经营或禁止进出口的商品或技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,徐州市,徐州经济技术开发区
连云港中再钢铁炉料有限公司,李群,1000万元人民币,2011/6/23,0518-87662649,15151245506；0518-87662659；0518-87868258；,421381830@qq.com,91320722578100059C,有限责任公司,废弃资源综合利用业  ,东海县房山镇房平路南侧,废钢收购、加工（破碎、剪切、打包）、销售；铁矿石、生铁、钢坯、废钢、煤焦、耐火材料、炭素材料、冶金辅料、有色金属、铁合金及其他合金的购销；废旧物资、残次和呆滞原料、清仓和超储物资的收购、销售；以再生资源为主要原材料的委托加工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）***,江苏,连云港市,东海县
南京联杰贸易有限公司,邸向晖,1000万元人民币,2001/7/31,025-83532197,18951921122；,1047227485@qq.com,9132010273054523X0,有限责任公司(自然人投资或控股),批发业,南京市玄武区大石桥19号,计算机及配件、五金交电、百货、办公用品、建筑材料、家用电器、汽车配件、摩托车、化工产品、饲料、饲料添加剂销售；计算机维修服务；软件开发；经济信息咨询服务；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口商品和技术的除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,玄武区
江苏方圆通生物科技有限责任公司,叶天才,1068万元人民币,2014/4/16,18451517777,13605225771；0516-89850791；,654803076@qq.com,9132032230185216X3,有限责任公司(自然人投资或控股),科技推广和应用服务业,沛县魏庙镇经济开发区,生物科学技术研究服务，农产品初加工服务，农业技术推广服务，生、鲜食用农产品、化肥（硝酸铵、氯酸钾除外）销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,徐州市,沛县
江苏金满城装饰设计工程有限公司,王海嫚,1000万元人民币,2012/12/3,0518-85590019,15366661667；15961378197；13775582617；18061953357；,694825675@qq.com,913207060586271806,有限责任公司(自然人独资),其他制造业,连云港市海州区朝阳东路26号,室内外装饰装潢工程设计、施工；幕墙工程、门窗安装工程、建筑智能化工程、建筑工程、园林绿化工程、城市亮化工程设计、施工；建筑材料、装饰材料、家居饰品、酒店用品、窗帘布艺、办公用品、办公家居销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）***许可项目：包装装潢印刷品印刷；建筑劳务分包（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）一般项目：广告设计、代理；广告制作；照明器具销售；交通及公共管理用标牌销售；物业管理；城市绿化管理；市政设施管理；专业保洁、清洗、,江苏,连云港市,海州区
南京讯恒数码科技有限公司,丁家宏,300万元人民币,2002/3/4,025-84605536,025-84460535；025-84605535；13814078671；18655895720；025-84608995；,420012740@qq.com,913201047360566806,有限责任公司(自然人投资或控股),批发业,南京市白下区大光路49号宏鹰大厦1904室,邮电器材、电子通讯产品、计算机配件、计算机软件、网络科技产品、线缆系列产品技术开发及销售；电子产品安装、维修、维护及技术咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,秦淮区
徐州晨碧鸣商贸有限公司,魏道言,500万元人民币,2017/5/25,13952284333,18260777829；,296521545@qq.com,91320381MA1P31GU8C,有限责任公司(自然人独资),零售业,新沂市钟吾路161-3,日用百货、预包装食品、卷烟雪茄烟零售；工艺及美术品、保健食品、五金交电、电子产品、电线电缆、电动工具、家用电器、机电设备、健身器材、音响设备、酒店设备、仪器仪表、电脑及配件、印刷机械、办公设备、文体用品、工艺礼品、玩具、鞋帽、服装服饰、针纺织品、皮革制品、化妆品销售；眼镜加工；非学历职业技能培训；商务信息咨询服务；广告设计制作、发布；企业营销策划，平面设计；房地产开发；建筑劳务分包；装饰装潢设计、施工；道路工程、桥梁工程、土石方工程、园林绿化工程、照明工程、钢结构工程、水利工程施工；机电设备安装、水电暖安,江苏,徐州市,新沂市
徐州全福动物营养有限公司,赵琳,500万元人民币,2003/7/30,13813467036,15705204004；18705207999；0516-82565118；13852034016；0516-7601971；,731344450@QQ.COM,91320300752704182Q,有限责任公司(自然人投资或控股),农副食品加工业,徐州市中山南路成功巷1号,配合饲料、浓缩饲料销售；自有房屋出租。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,徐州市,泉山区
徐州晟祥玻璃制品有限公司,赵宇,200万元人民币,2017/4/26,15152199802,18852129541；18852122066；,,91320312MA1NUYC29R,有限责任公司(自然人独资),批发业,徐州市铜山区马坡镇玻璃工业园,玻璃制品、玻璃器皿、玻璃仪器、玻璃瓶、瓶盖、烤花、蒙砂、纸箱、玻璃工艺品、包装机、玻璃包装制品、一类医疗器械、收缩膜、打包带、胶带、模具、托盘、塑料制品及原料、日用百货、建筑材料、电子产品（医疗器械除外）、办公用机械、文具用品销售，自营和代理各类商品及技术的进出口业务（国家限定经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：玻璃制造（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,江苏,徐州市,铜山区
南京舜翌机械有限公司,万丽琴,500万元人民币,2017/9/28,18105156335,17798542591；,17798542591@qq.com,91320115MA1R8H5R68,有限责任公司(自然人投资或控股),通用设备制造业,南京市江宁区禄口街道华商路21号(江宁开发区),机械设备及配件、自动化设备、医疗设备的设计与制造；金属制品、塑料制品的加工与销售；非标准件及机械零件的加工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,江宁区
